,name,team,year,PER,WS,WS40,BPM
23185,Terron Gilmore,murray-state,2014,1.8,0.1,.016,-9.7
23186,Zay Henderson,murray-state,2014,4.5,0.0,.023,-5.1
23187,Jeff Martin,murray-state,2014,-4.4,-0.1,-.179,-23.0
23188,Cameron Payne,murray-state,2015,30.1,7.3,.258,9.9
23189,Jarvis Williams,murray-state,2015,26.9,6.2,.227,3.4
23190,Jeffery Moss,murray-state,2015,16.6,4.5,.154,3.1
23191,T.J. Sapp,murray-state,2015,17.6,4.1,.152,2.9
23192,Jonathan Fairell,murray-state,2015,16.9,2.5,.136,-0.5
23193,Justin Seymour,murray-state,2015,13.0,1.9,.110,-0.3
23194,Tyler Rambo,murray-state,2015,14.8,1.1,.124,0.5
23195,Wayne Langston,murray-state,2015,11.2,1.0,.104,-1.8
23196,Jeff Martin,murray-state,2015,14.7,0.1,.120,-5.5
23197,Kedrick Flomo,murray-state,2015,2.5,0.0,.003,-6.4
23198,Terron Gilmore,murray-state,2015,4.0,0.0,.025,-13.3
23199,Wayne Langston,murray-state,2016,23.2,4.4,.191,1.7
23200,Jeffery Moss,murray-state,2016,16.6,3.8,.138,2.8
23201,Bryce Jones,murray-state,2016,16.9,3.1,.125,1.1
23202,Gee McGhee,murray-state,2016,15.3,2.9,.126,0.7
23203,Justin Seymour,murray-state,2016,12.2,1.6,.092,-1.1
23204,Damarcus Croaker,murray-state,2016,12.4,1.4,.068,-2.8
23205,Brion Sanchious,murray-state,2016,9.3,0.5,.077,-2.8
23206,Chad Culbreath,murray-state,2016,11.8,0.4,.059,-4.5
23207,Charles Brown,murray-state,2016,9.3,0.3,.102,-9.0
23208,A.J. Patty,murray-state,2016,12.0,0.2,.083,-9.9
23209,Terron Gilmore,murray-state,2016,7.4,0.1,.110,-9.7
23210,Jonathan Stark,murray-state,2017,22.9,5.0,.166,4.1
23211,Terrell Miller,murray-state,2017,22.0,3.8,.156,1.7
23212,Bryce Jones,murray-state,2017,16.1,3.3,.126,0.4
23213,Gee McGhee,murray-state,2017,13.6,1.9,.110,-0.6
23214,Damarcus Croaker,murray-state,2017,14.2,1.7,.083,-1.4
23215,Jalen Dupree,murray-state,2017,12.8,1.1,.084,-5.7
23216,Brion Sanchious,murray-state,2017,8.0,1.1,.057,-3.8
23217,Gilbert Thomas,murray-state,2017,17.1,0.8,.131,-0.7
23218,Jachai Taylor,murray-state,2017,12.1,0.2,.042,-8.1
23219,Jerami Grace,murray-state,2017,5.3,0.1,.019,-7.5
23220,Dondre Griffin,murray-state,2017,12.0,0.1,.067,-12.3
23221,Jonathan Stark,murray-state,2018,23.8,6.4,.219,5.8
23222,Ja Morant,murray-state,2018,21.2,5.5,.201,5.2
23223,Terrell Miller,murray-state,2018,22.2,4.8,.198,4.9
23224,Leroy Buchanan,murray-state,2018,15.9,3.1,.141,2.5
23225,Jalen Dupree,murray-state,2018,17.5,2.2,.167,-1.0
23226,Byron Hawkins,murray-state,2018,14.7,2.0,.143,-1.4
23227,Anthony Smith,murray-state,2018,12.7,1.5,.129,-1.9
23228,Brion Sanchious,murray-state,2018,9.2,1.3,.093,-0.3
23229,Brion Whitley,murray-state,2018,17.9,0.2,.160,2.4
23230,Devin Gilmore,murray-state,2018,19.3,0.1,.155,1.1
23231,Jachai Taylor,murray-state,2018,1.6,0.1,.029,-13.2
23232,Zach Hopewell,murray-state,2018,7.7,0.0,.054,0.4
23233,Ja Morant,murray-state,2019,31.6,8.2,.273,10.0
23234,Leroy Buchanan,murray-state,2019,17.3,4.3,.155,3.4
23235,Tevin Brown,murray-state,2019,15.6,4.2,.155,3.1
23236,Darnell Cowart,murray-state,2019,24.7,3.7,.222,2.4
23237,K.J. Williams,murray-state,2019,23.2,3.0,.208,2.7
23238,Devin Gilmore,murray-state,2019,24.7,1.4,.233,4.4
23239,Brion Sanchious,murray-state,2019,8.4,1.4,.090,-1.1
23240,Mike Davis,murray-state,2019,9.0,1.0,.104,-3.2
23241,Jaiveon Eaves,murray-state,2019,11.0,0.8,.103,-3.7
23242,Brion Whitley,murray-state,2019,12.0,0.8,.123,-0.1
23243,Anthony Smith,murray-state,2019,23.1,0.5,.213,-2.1
23244,Jalen Johnson,murray-state,2019,2.4,0.0,.005,-16.7
23245,DaQuan Smith,murray-state,2019,-13.7,-0.1,-.205,-22.5
23246,Tevin Brown,murray-state,2020,20.5,5.9,.196,4.4
23247,K.J. Williams,murray-state,2020,27.3,4.4,.237,5.4
23248,Anthony Smith,murray-state,2020,18.7,4.0,.185,0.2
23249,Jaiveon Eaves,murray-state,2020,11.6,2.7,.113,-1.4
23250,Devin Gilmore,murray-state,2020,23.3,2.5,.232,4.7
23251,Demond Robinson,murray-state,2020,21.8,1.8,.168,-0.3
23252,DaQuan Smith,murray-state,2020,9.2,1.8,.082,-1.7
23253,Chico Carter,murray-state,2020,13.7,1.3,.131,-3.0
23254,Darnell Cowart,murray-state,2020,17.6,0.4,.134,-2.9
23255,Jason Holliday,murray-state,2020,-0.3,0.2,.030,-7.1
23256,Noah Kamba,murray-state,2020,8.5,0.2,.096,-1.7
23257,Rod Thomas,murray-state,2020,-2.3,0.0,-.040,-8.5
23258,Tevin Brown,murray-state,2021,20.5,4.3,.187,4.8
23259,K.J. Williams,murray-state,2021,25.9,4.0,.214,2.3
23260,Chico Carter,murray-state,2021,20.4,2.6,.164,1.4
23261,Devin Gilmore,murray-state,2021,21.9,2.2,.208,1.6
23262,Demond Robinson,murray-state,2021,14.9,1.8,.126,-2.0
23263,DaQuan Smith,murray-state,2021,11.7,1.2,.114,-2.5
23264,Justice Hill,murray-state,2021,10.1,1.1,.079,-4.0
23265,Dionte Bostick,murray-state,2021,12.0,0.7,.096,-5.7
23266,Brion Whitley,murray-state,2021,13.5,0.6,.109,-1.1
23267,Ja'Queze Kirby,murray-state,2021,24.9,0.4,.232,-3.9
23268,Nick McMullen,murray-state,2021,6.3,0.4,.079,-8.9
23269,Jackson Sivills,murray-state,2021,14.4,0.4,.146,-8.3
23270,Matt Smith,murray-state,2021,22.3,0.1,.202,-7.0
23271,Rod Thomas,murray-state,2021,14.8,0.1,.122,-23.6
23272,K.J. Williams,murray-state,2022,30.3,6.7,.270,7.3
23273,Tevin Brown,murray-state,2022,21.6,6.4,.215,7.3
23274,Justice Hill,murray-state,2022,19.2,5.1,.190,3.6
23275,D.J. Burns,murray-state,2022,17.7,4.0,.186,3.0
23276,Trae Hannibal,murray-state,2022,21.7,3.7,.201,4.0
23277,Carter Collins,murray-state,2022,8.5,1.8,.106,0.7
23278,Nick McMullen,murray-state,2022,16.5,1.3,.159,-2.8
23279,Jordan Skipper-Brown,murray-state,2022,16.1,1.3,.157,0.8
23280,DaQuan Smith,murray-state,2022,8.9,1.1,.108,-3.0
23281,Dionte Bostick,murray-state,2022,15.8,0.3,.165,-1.2
23282,Jackson Sivills,murray-state,2022,19.6,0.3,.188,-2.3
23283,Rod Thomas,murray-state,2022,-1.6,0.0,-.034,-31.5
23284,Worth Smith,navy,2014,15.7,1.8,.081,-3.8
23285,Kendall Knorr,navy,2014,12.9,1.5,.087,-1.6
23286,Brandon Venturini,navy,2014,14.5,1.4,.066,-1.2
23287,Zach Fong,navy,2014,12.4,1.1,.087,-1.3
23288,Will Kelly,navy,2014,11.7,0.9,.061,-6.3
23289,Thurgood Wynn,navy,2014,14.7,0.7,.109,-1.7
23290,Tilman Dunbar,navy,2014,15.5,0.6,.082,-5.4
23291,James Loupos,navy,2014,8.2,0.5,.070,-5.8
23292,Grant Vermeer,navy,2014,13.0,0.5,.092,-0.5
23293,Tim Abruzzo,navy,2014,13.7,0.3,.070,-0.7
23294,Kevin Alter,navy,2014,8.8,0.3,.071,-4.7
23295,Michael Brown,navy,2014,7.9,0.3,.046,-7.2
23296,James Hemphill,navy,2014,7.8,0.3,.044,-7.7
23297,Earl McLaurin,navy,2014,6.5,0.3,.035,-6.7
23298,Edward Alade,navy,2014,9.9,0.1,.028,-11.1
23299,Jerome Alexander,navy,2014,27.5,0.0,.109,-21.8
23300,Payne Andrus,navy,2014,4.4,0.0,-.006,-6.4
23301,Enouma Ebinum,navy,2014,-6.8,0.0,-.127,-20.0
23302,Phil Guglielmo,navy,2014,-46.5,0.0,-.733,-50.9
23303,Worth Smith,navy,2015,22.8,2.2,.134,2.8
23304,Brandon Venturini,navy,2015,15.5,1.6,.074,-0.5
23305,Will Kelly,navy,2015,17.1,1.5,.097,-1.8
23306,Edward Alade,navy,2015,14.2,1.3,.087,-3.9
23307,Tilman Dunbar,navy,2015,12.1,1.3,.054,-5.4
23308,Shawn Anderson,navy,2015,14.2,1.0,.083,-2.6
23309,Kendall Knorr,navy,2015,11.9,1.0,.089,-2.0
23310,Zach Fong,navy,2015,10.7,0.5,.050,-3.8
23311,James Hemphill,navy,2015,13.6,0.4,.093,-2.0
23312,Earl McLaurin,navy,2015,12.1,0.4,.082,-2.1
23313,Kevin Alter,navy,2015,20.5,0.3,.167,3.4
23314,Bryce Dulin,navy,2015,9.0,0.3,.044,-3.4
23315,Michael Brown,navy,2015,5.4,0.1,.016,-9.0
23316,Nourse Fox,navy,2015,7.0,0.1,.033,-4.9
23317,Tom Lacey,navy,2015,8.3,0.1,.031,-7.7
23318,Grant Vermeer,navy,2015,10.6,0.1,.032,-4.0
23319,Jace Hogan,navy,2015,11.2,0.0,.004,-8.1
23320,Daniel Noe,navy,2015,8.8,0.0,-.002,-5.5
23321,Will Kelly,navy,2016,21.7,3.5,.156,2.3
23322,Shawn Anderson,navy,2016,17.8,3.3,.130,0.4
23323,Tilman Dunbar,navy,2016,14.7,2.9,.111,-2.0
23324,Jace Hogan,navy,2016,16.9,2.4,.132,-1.9
23325,Tim Abruzzo,navy,2016,15.8,1.8,.125,2.6
23326,Tom Lacey,navy,2016,13.5,1.7,.115,-2.9
23327,Edward Alade,navy,2016,14.0,1.1,.108,-1.9
23328,Kendall Knorr,navy,2016,9.9,1.0,.090,-1.7
23329,Zach Fong,navy,2016,10.9,0.7,.106,-1.3
23330,Bryce Dulin,navy,2016,4.9,0.3,.040,-6.3
23331,James Hemphill,navy,2016,16.8,0.2,.123,-4.0
23332,Nathan Messer,navy,2016,70.7,0.1,.881,47.4
23333,Dom Antonelli,navy,2016,,0.0,,0.0
23334,Nourse Fox,navy,2016,0.6,0.0,.004,-9.2
23335,George Kiernan,navy,2016,15.5,0.0,.108,0.0
23336,Grant Vermeer,navy,2016,-8.1,0.0,-.209,-21.2
23337,Hasan Abdullah,navy,2016,-2.2,-0.1,-.066,-12.8
23338,Ryan Pearson,navy,2016,-1.0,-0.1,-.052,-12.9
23339,Tom Lacey,navy,2017,16.3,2.9,.134,-0.9
23340,Shawn Anderson,navy,2017,18.2,2.8,.134,1.7
23341,Bryce Dulin,navy,2017,15.3,2.6,.122,1.3
23342,George Kiernan,navy,2017,15.8,2.0,.138,0.5
23343,Hasan Abdullah,navy,2017,11.4,1.8,.079,-1.0
23344,Edward Alade,navy,2017,15.9,1.6,.121,-0.9
23345,Evan Wieck,navy,2017,12.7,1.1,.109,-2.4
23346,Tim Abruzzo,navy,2017,11.6,0.8,.095,-2.7
23347,Zach Fong,navy,2017,8.2,0.3,.073,-4.6
23348,James Hemphill,navy,2017,13.9,0.3,.105,-1.6
23349,Nourse Fox,navy,2017,3.9,0.2,.020,-7.8
23350,Ryan Pearson,navy,2017,4.5,0.2,.016,-8.0
23351,Dom Antonelli,navy,2017,35.0,0.1,.256,18.6
23352,Kyran McClure,navy,2017,14.5,0.1,.107,6.2
23353,Grant Vermeer,navy,2017,16.3,0.1,.092,4.4
23354,Aaron Briggs,navy,2017,0.0,0.0,.029,-10.9
23355,James Butler,navy,2017,12.6,0.0,.070,0.8
23356,Mo Lewis,navy,2017,6.3,0.0,.055,-6.7
23357,Shawn Anderson,navy,2018,17.2,3.0,.126,-0.6
23358,Tom Lacey,navy,2018,16.9,2.8,.140,-0.9
23359,George Kiernan,navy,2018,17.1,2.2,.144,-0.8
23360,Evan Wieck,navy,2018,15.0,2.2,.141,-2.1
23361,Bryce Dulin,navy,2018,11.3,2.1,.089,-3.4
23362,Hasan Abdullah,navy,2018,12.7,1.9,.088,-1.4
23363,Cam Davis,navy,2018,10.7,1.4,.102,-2.3
23364,Mo Lewis,navy,2018,16.7,0.8,.171,-1.0
23365,Tyler Riemersma,navy,2018,14.6,0.8,.114,-0.6
23366,Ryan Pearson,navy,2018,11.2,0.6,.103,-3.3
23367,Matt Cullen,navy,2018,22.1,0.1,.234,-16.9
23368,Nourse Fox,navy,2018,3.0,0.1,.021,-7.1
23369,Connor Mannion,navy,2018,20.6,0.1,.204,-7.6
23370,Danny Ogele,navy,2018,25.5,0.1,.234,12.0
23371,Dom Antonelli,navy,2018,-0.7,0.0,-.035,-8.8
23372,Eli Lake,navy,2018,-15.5,0.0,-.273,-28.9
23373,Jack Lawrence,navy,2018,-15.5,0.0,-.327,-17.7
23374,Alex Loehr,navy,2018,64.7,0.0,.355,1.6
23375,Luke Loehr,navy,2018,21.9,0.0,.015,-6.9
23376,Anthony Mathis,navy,2018,10.7,0.0,.076,-11.3
23377,Ryan Reagan,navy,2018,37.3,0.0,.280,4.4
23378,Evan Wieck,navy,2019,20.9,2.6,.145,-0.2
23379,George Kiernan,navy,2019,16.4,2.0,.101,-0.3
23380,Cam Davis,navy,2019,10.7,1.4,.061,-3.5
23381,John Carter,navy,2019,12.6,1.2,.060,-2.3
23382,Hasan Abdullah,navy,2019,12.6,1.1,.046,-2.3
23383,Luke Loehr,navy,2019,12.3,0.8,.073,-3.6
23384,Josiah Strong,navy,2019,9.9,0.4,.051,-3.6
23385,Richard Njoku,navy,2019,9.1,0.2,.050,-7.0
23386,Greg Summers,navy,2019,8.7,0.2,.023,-6.0
23387,Dom Antonelli,navy,2019,4.8,0.0,-.020,-3.0
23388,Alex Loehr,navy,2019,16.6,0.0,-.209,-38.3
23389,Connor Mannion,navy,2019,4.3,0.0,-.004,-9.8
23390,Ryan Pearson,navy,2019,4.4,0.0,-.006,-5.7
23391,Isaiah Burnett,navy,2019,5.5,-0.1,-.012,-4.3
23392,Danny Ogele,navy,2019,7.8,-0.1,-.018,-7.7
23393,Anthony Mathis,navy,2019,,,,
23394,Cam Davis,navy,2020,18.4,3.8,.146,0.8
23395,Greg Summers,navy,2020,17.5,3.1,.129,0.5
23396,Evan Wieck,navy,2020,18.5,2.2,.123,-1.0
23397,John Carter,navy,2020,12.3,1.5,.070,-3.2
23398,Luke Loehr,navy,2020,9.7,1.2,.070,-3.3
23399,Daniel Deaver,navy,2020,18.6,0.6,.140,-1.2
23400,Tyler Nelson,navy,2020,11.0,0.6,.067,-5.1
23401,Richard Njoku,navy,2020,9.3,0.4,.062,-7.2
23402,Dave Kasanganay,navy,2020,13.5,0.3,.088,-2.3
23403,Sean Yoder,navy,2020,4.9,0.3,.023,-9.0
23404,Patrick Dorsey,navy,2020,15.8,0.2,.159,0.9
23405,Alex Loehr,navy,2020,8.4,0.2,.045,-4.3
23406,Christian Jones,navy,2020,109.4,0.1,.952,25.7
23407,Jaylen Walker,navy,2020,5.8,0.1,.042,-2.9
23408,Nate Allison,navy,2020,6.1,0.0,.067,-1.8
23409,Nick Brown,navy,2020,-2.5,0.0,-.161,-25.1
23410,P.J. Fenton,navy,2020,0.0,0.0,.010,-7.0
23411,Zach Kelch,navy,2020,72.0,0.0,.586,-17.0
23412,Ryan Reagan,navy,2020,0.0,0.0,.010,-7.0
23413,P.J. Roach,navy,2020,11.5,0.0,.103,-13.4
23414,Christian Silva,navy,2020,33.9,0.0,.230,43.8
23415,Jack Lawrence,navy,2020,-21.4,-0.1,-.343,-31.0
23416,Cam Davis,navy,2021,22.7,2.3,.186,3.7
23417,Greg Summers,navy,2021,22.2,2.1,.180,3.1
23418,Patrick Dorsey,navy,2021,15.8,1.4,.139,2.2
23419,Richard Njoku,navy,2021,18.8,1.3,.154,0.1
23420,John Carter,navy,2021,16.1,1.2,.123,-0.9
23421,Tyler Nelson,navy,2021,14.4,1.0,.114,-0.3
23422,Jaylen Walker,navy,2021,15.1,0.8,.124,0.6
23423,Daniel Deaver,navy,2021,16.1,0.6,.090,-2.9
23424,Luke Loehr,navy,2021,22.2,0.4,.204,3.9
23425,Austin Inge,navy,2021,5.4,0.3,.033,-5.4
23426,Alex Loehr,navy,2021,10.3,0.3,.103,-1.9
23427,Christian Silva,navy,2021,28.9,0.2,.240,12.6
23428,Sean Yoder,navy,2021,6.3,0.1,.043,-4.6
23429,Nate Allison,navy,2021,23.2,0.0,.292,17.8
23430,Trae Broadnax,navy,2021,-23.7,0.0,-.330,-29.6
23431,Christian Jones,navy,2021,9.0,0.0,.162,-2.1
23432,P.J. Roach,navy,2021,10.7,0.0,.125,-1.9
23433,John Carter,navy,2022,17.9,3.8,.160,1.5
23434,Greg Summers,navy,2022,16.8,2.7,.137,0.8
23435,Tyler Nelson,navy,2022,17.9,2.6,.149,1.7
23436,Jaylen Walker,navy,2022,14.7,2.4,.140,0.4
23437,Richard Njoku,navy,2022,15.9,2.0,.136,-1.7
23438,Daniel Deaver,navy,2022,17.2,1.9,.131,-0.3
23439,Sean Yoder,navy,2022,9.5,1.6,.094,-3.1
23440,Christian Silva,navy,2022,15.8,1.1,.170,1.9
23441,Austin Inge,navy,2022,8.1,0.9,.076,-5.0
23442,Patrick Dorsey,navy,2022,12.6,0.8,.113,0.2
23443,P.J. Roach,navy,2022,5.1,0.5,.073,-5.6
23444,Nate Allison,navy,2022,10.3,0.1,.059,-4.9
23445,Lysander Rehnstrom,navy,2022,18.4,0.1,.200,-6.7
23446,Kam Summers,navy,2022,50.2,0.1,.309,70.6
23447,Tony Atkinson,navy,2022,6.8,0.0,.095,-10.1
23448,P.J. Fenton,navy,2022,13.4,0.0,.133,-2.5
23449,Mitch Fischer,navy,2022,20.4,0.0,.120,36.0
23450,Christian Jones,navy,2022,2.8,0.0,-.022,-20.4
23451,Mac MacDonald,navy,2022,5.2,0.0,.029,-10.3
23452,T.J. Warren,nc-state,2014,31.3,6.5,.209,10.8
23453,Ralston Turner,nc-state,2014,14.3,2.6,.110,3.5
23454,Jordan Vandenberg,nc-state,2014,15.9,2.3,.129,4.4
23455,Lennard Freeman,nc-state,2014,12.5,2.0,.097,2.5
23456,Desmond Lee,nc-state,2014,12.6,1.6,.072,0.4
23457,Anthony Barber,nc-state,2014,13.7,1.5,.069,0.4
23458,Tyler Lewis,nc-state,2014,10.4,1.0,.057,-1.0
23459,BeeJay Anya,nc-state,2014,12.4,0.7,.077,2.5
23460,Kyle Washington,nc-state,2014,8.7,0.7,.041,-1.3
23461,Patrick Wallace,nc-state,2014,32.4,0.1,.288,13.2
23462,Chris Brickhouse,nc-state,2014,-4.5,0.0,.006,-8.1
23463,Jevoni Robinson,nc-state,2014,23.8,0.0,.263,3.5
23464,Staats Battle,nc-state,2014,-20.6,-0.1,-.399,-28.4
23465,Chase Cannon,nc-state,2014,-11.3,-0.1,-.373,-13.4
23466,Trevor Lacey,nc-state,2015,20.3,5.0,.158,7.8
23467,Ralston Turner,nc-state,2015,15.7,3.8,.133,5.4
23468,Anthony Barber,nc-state,2015,17.4,3.5,.127,4.2
23469,BeeJay Anya,nc-state,2015,16.5,2.0,.114,5.3
23470,Abdul-Malik Abu,nc-state,2015,16.0,1.9,.111,2.5
23471,Kyle Washington,nc-state,2015,17.8,1.8,.117,4.0
23472,Lennard Freeman,nc-state,2015,12.3,1.6,.096,2.1
23473,Caleb Martin,nc-state,2015,13.1,1.5,.099,4.2
23474,Desmond Lee,nc-state,2015,14.1,0.6,.106,0.5
23475,Cody Martin,nc-state,2015,15.0,0.5,.094,4.1
23476,Staats Battle,nc-state,2015,26.4,0.1,.205,1.3
23477,Chris Brickhouse,nc-state,2015,24.8,0.0,.121,1.9
23478,Chase Cannon,nc-state,2015,22.0,0.0,.130,0.3
23479,Chris Corchiani,nc-state,2015,0.0,0.0,-.080,-7.6
23480,Patrick Wallace,nc-state,2015,8.1,0.0,-.060,-12.8
23481,Anthony Barber,nc-state,2016,23.9,5.5,.172,6.1
23482,Abdul-Malik Abu,nc-state,2016,21.9,3.1,.131,3.2
23483,Caleb Martin,nc-state,2016,14.9,2.4,.095,4.2
23484,Cody Martin,nc-state,2016,14.3,1.7,.079,3.9
23485,BeeJay Anya,nc-state,2016,14.3,1.6,.081,3.0
23486,Maverick Rowan,nc-state,2016,10.8,1.6,.059,-0.2
23487,Lennard Freeman,nc-state,2016,12.5,1.3,.079,2.3
23488,Chris Brickhouse,nc-state,2016,0.0,0.0,-.011,-1.8
23489,Chris Corchiani,nc-state,2016,52.5,0.0,.264,17.9
23490,Chase Cannon,nc-state,2016,-58.3,-0.1,-1.001,-70.7
23491,Terry Henderson,nc-state,2016,-23.9,-0.1,-.373,-29.0
23492,Shaun Kirk,nc-state,2016,-0.6,-0.1,-.052,-7.4
23493,Dennis Smith,nc-state,2017,23.1,4.0,.142,6.5
23494,Terry Henderson,nc-state,2017,16.5,2.6,.105,3.7
23495,Abdul-Malik Abu,nc-state,2017,17.2,2.1,.091,0.2
23496,Torin Dorn,nc-state,2017,15.4,1.6,.083,1.5
23497,Maverick Rowan,nc-state,2017,14.1,1.5,.079,2.2
23498,Ted Kapita,nc-state,2017,15.2,0.8,.092,-0.8
23499,Omer Yurtseven,nc-state,2017,12.5,0.6,.056,-1.4
23500,Markell Johnson,nc-state,2017,9.0,0.5,.031,0.4
23501,BeeJay Anya,nc-state,2017,11.0,0.4,.048,-0.1
23502,Shaun Kirk,nc-state,2017,13.4,0.1,.071,0.1
23503,Chris Brickhouse,nc-state,2017,9.1,0.0,-.081,-1.1
23504,Chris Corchiani,nc-state,2017,8.0,0.0,-.098,-20.6
23505,Tucker Thompson,nc-state,2017,33.6,0.0,.196,-0.9
23506,Darius Hicks,nc-state,2017,1.7,-0.1,-.032,-5.1
23507,Omer Yurtseven,nc-state,2018,27.0,3.8,.194,7.2
23508,Torin Dorn,nc-state,2018,20.7,3.5,.149,4.9
23509,Allerik Freeman,nc-state,2018,15.0,2.9,.103,2.7
23510,Braxton Beverly,nc-state,2018,12.6,2.8,.110,3.7
23511,Lennard Freeman,nc-state,2018,24.6,2.8,.196,6.6
23512,Markell Johnson,nc-state,2018,16.8,2.2,.115,4.9
23513,Sam Hunt,nc-state,2018,11.9,1.5,.111,3.1
23514,Abdul-Malik Abu,nc-state,2018,11.9,0.7,.074,-2.2
23515,Lavar Batts,nc-state,2018,10.6,0.7,.070,1.3
23516,Darius Hicks,nc-state,2018,34.1,0.3,.295,8.5
23517,Shaun Kirk,nc-state,2018,8.5,0.1,.047,-5.7
23518,Spencer Newman,nc-state,2018,-10.4,0.0,-.172,-16.9
23519,Torin Dorn,nc-state,2019,20.7,4.1,.158,5.3
23520,Markell Johnson,nc-state,2019,22.3,4.1,.195,9.7
23521,C.J. Bryce,nc-state,2019,18.9,3.9,.159,6.8
23522,DJ Funderburk,nc-state,2019,22.0,3.5,.198,4.7
23523,Braxton Beverly,nc-state,2019,11.0,2.8,.107,2.7
23524,Wyatt Walker,nc-state,2019,15.6,2.2,.139,3.2
23525,Devon Daniels,nc-state,2019,13.6,2.1,.099,2.5
23526,Eric Lockett,nc-state,2019,15.1,1.3,.137,3.5
23527,Jericole Hellems,nc-state,2019,12.0,1.1,.092,-0.7
23528,Blake Harris,nc-state,2019,15.0,0.9,.129,0.9
23529,Ian Steere,nc-state,2019,60.0,0.1,.533,27.7
23530,DJ Funderburk,nc-state,2020,25.0,4.0,.206,6.2
23531,Devon Daniels,nc-state,2020,18.0,3.2,.130,5.0
23532,Markell Johnson,nc-state,2020,17.6,2.9,.111,4.1
23533,C.J. Bryce,nc-state,2020,16.6,2.7,.116,3.1
23534,Manny Bates,nc-state,2020,22.0,2.2,.167,6.8
23535,Jericole Hellems,nc-state,2020,13.0,1.9,.097,1.4
23536,Braxton Beverly,nc-state,2020,10.2,1.7,.086,1.6
23537,Pat Andree,nc-state,2020,10.7,0.9,.092,0.6
23538,Danny Dixon,nc-state,2020,11.8,0.3,.127,0.2
23539,Max Farthing,nc-state,2020,-1.3,0.0,-.039,-15.0
23540,Chase Graham,nc-state,2020,12.1,0.0,.036,1.3
23541,A.J. Taylor,nc-state,2020,11.1,0.0,-.197,-6.1
23542,Manny Bates,nc-state,2021,22.8,2.8,.168,6.5
23543,DJ Funderburk,nc-state,2021,24.2,2.7,.199,4.5
23544,Jericole Hellems,nc-state,2021,16.8,2.4,.119,2.9
23545,Braxton Beverly,nc-state,2021,13.5,1.6,.109,2.7
23546,Devon Daniels,nc-state,2021,21.7,1.5,.146,4.7
23547,Cam Hayes,nc-state,2021,14.1,1.2,.087,2.3
23548,Shakeel Moore,nc-state,2021,15.3,1.0,.085,3.3
23549,Dereon Seabron,nc-state,2021,14.6,0.9,.086,1.7
23550,Thomas Allen,nc-state,2021,11.6,0.8,.076,2.4
23551,Chase Graham,nc-state,2021,22.7,0.1,.210,-0.5
23552,Ebenezer Dowuona,nc-state,2021,1.0,0.0,-.006,-9.1
23553,Nick Farrar,nc-state,2021,5.9,0.0,-.001,-2.2
23554,Max Farthing,nc-state,2021,7.5,0.0,.063,-1.7
23555,Jaylon Gibson,nc-state,2021,5.0,0.0,-.002,-5.9
23556,Dereon Seabron,nc-state,2022,24.0,4.1,.145,5.6
23557,Terquavion Smith,nc-state,2022,19.8,2.8,.111,5.1
23558,Jericole Hellems,nc-state,2022,14.8,2.3,.084,1.2
23559,Ebenezer Dowuona,nc-state,2022,12.5,1.5,.077,-0.3
23560,Casey Morsell,nc-state,2022,12.4,1.2,.064,0.3
23561,Thomas Allen,nc-state,2022,13.1,0.7,.072,1.1
23562,Jaylon Gibson,nc-state,2022,12.4,0.6,.059,-1.3
23563,Cam Hayes,nc-state,2022,10.5,0.3,.016,-2.6
23564,Breon Pass,nc-state,2022,9.4,0.2,.044,-3.4
23565,Ernest Ross,nc-state,2022,12.6,0.1,.054,-2.9
23566,Manny Bates,nc-state,2022,0.0,0.0,-.022,-8.0
23567,Alex Nunnally,nc-state,2022,0.0,0.0,-.022,-6.0
23568,Chase Graham,nc-state,2022,-46.8,-0.1,-.741,-57.8
23569,Terran Petteway,nebraska,2014,21.3,3.6,.142,6.1
23570,Shavon Shields,nebraska,2014,17.5,3.5,.135,4.0
23571,Walter Pitchford,nebraska,2014,19.4,3.2,.171,7.2
23572,Ray Gallegos,nebraska,2014,10.4,1.8,.086,2.8
23573,Leslee Smith,nebraska,2014,17.6,1.6,.123,1.9
23574,David Rivers,nebraska,2014,10.9,1.3,.101,4.9
23575,Benny Parker,nebraska,2014,10.0,1.1,.092,3.0
23576,Deverell Biggs,nebraska,2014,17.1,0.7,.086,2.6
23577,Tai Webster,nebraska,2014,5.0,0.2,.014,-2.9
23578,Sergej Vucetic,nebraska,2014,19.7,0.1,.146,7.3
23579,Nathan Hawkins,nebraska,2014,1.5,0.0,.000,-4.4
23580,Kye Kurkowski,nebraska,2014,12.3,0.0,.120,4.9
23581,Trevor Menke,nebraska,2014,18.8,0.0,.173,11.6
23582,Mike Peltz,nebraska,2014,-0.6,0.0,.012,-4.1
23583,Shavon Shields,nebraska,2015,18.7,3.6,.132,4.0
23584,Terran Petteway,nebraska,2015,19.0,3.1,.114,5.8
23585,David Rivers,nebraska,2015,11.1,1.8,.104,1.2
23586,Benny Parker,nebraska,2015,7.8,1.4,.066,0.4
23587,Walter Pitchford,nebraska,2015,9.5,1.3,.065,0.0
23588,Tarin Smith,nebraska,2015,11.1,1.1,.079,2.0
23589,Tai Webster,nebraska,2015,7.5,0.6,.046,-1.5
23590,Leslee Smith,nebraska,2015,14.0,0.5,.086,2.2
23591,Moses Abraham,nebraska,2015,9.8,0.4,.071,-3.5
